#Machine Module,SSA3021X
#Y Axis Scale,LOG
#Y Axis Unit,dBm
#Impedance,50
#Number of Points,751
#Sweep Time(s),1.620000,Auto
#Start Frequency,+0.000000000e+00
#Stop Frequency,+2.000000000e+07
#Offset Frequency,+0.000000000e+00
#Average Type,Log Pwr
#RBW,10000.000000,Manual
#VBW,10000.000000,Auto
#Sweep Type,Continuous
#Sweep Mode,Sweep
#Sweep Rule,Speed
#PreAmp State,OFF
#Ref Level,+0.000000000e+00
#Attenuation,20,Manual
#Trigger Source,FreeRun
#Trigger Level,+0.000000000e+00
#External Trigger Edge,FALL
#Video Trigger Edge,FALL
#Marker Information
#Marker,Trace,Type,X Axis,Amplitude
#Marker1,A,Frequency,1.440000 MHz,-89.15 dBm
#Trace Math,0
#Trace Variable X,Trace A
#Trace Variable Y,Trace B
#Trace Variable Z,Trace C
#Trace Name,Trace A,Trace B,Trace C,Trace D
#Trace Type,View,View,View,View
#Trace Detector,Sample,Sample,Sample,Sample
#Trace Data
3.360000e+06,-8.504872e+01,-7.634344e+01,-6.562015e+01,-1.214827e+01
3.386667e+06,-8.404917e+01,-7.606257e+01,-6.693980e+01,-1.217269e+01
3.413333e+06,-8.616283e+01,-7.679127e+01,-6.598302e+01,-1.219710e+01
3.440000e+06,-8.661009e+01,-7.673387e+01,-6.417632e+01,-1.223128e+01
3.466667e+06,-8.840237e+01,-7.593189e+01,-6.750180e+01,-1.227522e+01
3.493333e+06,-8.682705e+01,-7.720766e+01,-6.588182e+01,-1.233382e+01
3.520000e+06,-8.486684e+01,-7.610939e+01,-6.516020e+01,-1.236800e+01
3.546667e+06,-8.542896e+01,-7.745050e+01,-6.615855e+01,-1.241683e+01
3.573333e+06,-8.513231e+01,-7.690164e+01,-6.710402e+01,-1.244124e+01
3.600000e+06,-8.626422e+01,-7.674206e+01,-6.660382e+01,-1.251448e+01
3.626667e+06,-8.565198e+01,-7.680916e+01,-6.518434e+01,-1.254866e+01
3.653333e+06,-8.648225e+01,-7.873580e+01,-6.598458e+01,-1.258772e+01
3.680000e+06,-8.883930e+01,-7.535974e+01,-6.658037e+01,-1.260237e+01
3.706667e+06,-8.633411e+01,-7.889416e+01,-6.654886e+01,-1.267073e+01
3.733333e+06,-8.615076e+01,-7.595679e+01,-6.599604e+01,-1.270491e+01
3.760000e+06,-8.643310e+01,-7.641285e+01,-6.767239e+01,-1.276839e+01
3.786667e+06,-8.877141e+01,-7.749405e+01,-6.717042e+01,-1.279769e+01
3.813333e+06,-8.565444e+01,-7.419707e+01,-6.581237e+01,-1.283187e+01
3.840000e+06,-8.689556e+01,-7.710655e+01,-6.676594e+01,-1.287581e+01
3.866667e+06,-8.723709e+01,-7.564292e+01,-6.729982e+01,-1.293440e+01
3.893333e+06,-8.948402e+01,-7.634622e+01,-6.678667e+01,-1.293929e+01
3.920000e+06,-8.724854e+01,-7.361619e+01,-6.667317e+01,-1.294905e+01
3.946667e+06,-8.746107e+01,-7.764775e+01,-6.660541e+01,-1.302718e+01
3.973333e+06,-8.667851e+01,-7.561724e+01,-6.632235e+01,-1.307112e+01
4.000000e+06,-8.663943e+01,-7.546201e+01,-6.794320e+01,-1.311507e+01
4.026667e+06,-8.579866e+01,-7.682782e+01,-6.861920e+01,-1.312972e+01
4.053333e+06,-8.817434e+01,-7.454312e+01,-6.609318e+01,-1.317366e+01
4.080000e+06,-8.661674e+01,-7.541092e+01,-6.933436e+01,-1.321761e+01
4.106667e+06,-8.757745e+01,-7.628077e+01,-6.597731e+01,-1.325179e+01
4.133333e+06,-8.826651e+01,-7.588832e+01,-6.638433e+01,-1.328597e+01
4.160000e+06,-8.711741e+01,-7.628836e+01,-6.691983e+01,-1.333480e+01
4.186667e+06,-8.876733e+01,-7.652850e+01,-6.724588e+01,-1.337386e+01
4.213333e+06,-8.578606e+01,-7.614750e+01,-6.667966e+01,-1.337386e+01
4.240000e+06,-8.667529e+01,-7.798624e+01,-6.782224e+01,-1.338362e+01
4.266667e+06,-8.664660e+01,-7.516637e+01,-6.858522e+01,-1.341780e+01
4.293333e+06,-8.804681e+01,-7.624916e+01,-6.744316e+01,-1.347640e+01
4.320000e+06,-8.781871e+01,-7.554461e+01,-6.667189e+01,-1.356429e+01
4.346667e+06,-8.639811e+01,-7.552400e+01,-6.666908e+01,-1.365218e+01
4.373333e+06,-8.590450e+01,-7.566198e+01,-6.714095e+01,-1.368636e+01
4.400000e+06,-8.623512e+01,-7.696321e+01,-6.768735e+01,-1.372054e+01
