#Machine Module,SSA3021X
#Y Axis Scale,LOG
#Y Axis Unit,dBm
#Impedance,50
#Number of Points,751
#Sweep Time(s),8.100000,Auto
#Start Frequency,+0.000000000e+00
#Stop Frequency,+1.000000000e+08
#Offset Frequency,+0.000000000e+00
#Average Type,Log Pwr
#RBW,10000.000000,Manual
#VBW,10000.000000,Auto
#Sweep Type,Continuous
#Sweep Mode,Sweep
#Sweep Rule,Speed
#PreAmp State,ON
#Ref Level,-3.000000000e+01
#Attenuation,10,Auto
#Trigger Source,FreeRun
#Trigger Level,+0.000000000e+00
#External Trigger Edge,FALL
#Video Trigger Edge,FALL
#Marker Information
#Marker,Trace,Type,X Axis,Amplitude
#Trace Math,0
#Trace Variable X,Trace A
#Trace Variable Y,Trace B
#Trace Variable Z,Trace C
#Trace Name,Trace A,Trace B,Trace C,Trace D
#Trace Type,View,View,View,View
#Trace Detector,Sample,Sample,Sample,Sample
#Trace Data
1.160000e+07,-5.999495e+01,-3.763655e+01,-1.026816e+02,-1.162736e+02
1.173333e+07,-6.003890e+01,-3.763655e+01,-1.048320e+02,-1.148920e+02
1.186667e+07,-6.001448e+01,-3.762190e+01,-1.032188e+02,-1.178051e+02
1.200000e+07,-5.999983e+01,-3.764144e+01,-1.034197e+02,-1.170790e+02
1.213333e+07,-5.990706e+01,-3.762190e+01,-1.031328e+02,-1.152262e+02
1.226667e+07,-5.992171e+01,-3.760726e+01,-1.032180e+02,-1.150878e+02
1.240000e+07,-5.985335e+01,-3.760726e+01,-1.021990e+02,-1.150417e+02
1.253333e+07,-5.991194e+01,-3.762190e+01,-1.042095e+02,-1.193038e+02
1.266667e+07,-5.984358e+01,-3.761702e+01,-1.023790e+02,-1.177672e+02
1.280000e+07,-5.987288e+01,-3.757308e+01,-1.031426e+02,-1.170865e+02
1.293333e+07,-5.991194e+01,-3.753890e+01,-1.027601e+02,-1.152178e+02
1.306667e+07,-5.977522e+01,-3.751448e+01,-1.043304e+02,-1.153571e+02
1.320000e+07,-5.979476e+01,-3.751937e+01,-1.023597e+02,-1.182900e+02
1.333333e+07,-5.982405e+01,-3.746565e+01,-1.025102e+02,-1.135587e+02
1.346667e+07,-5.974105e+01,-3.750960e+01,-1.030028e+02,-1.157264e+02
1.360000e+07,-5.980452e+01,-3.749983e+01,-1.025579e+02,-1.161962e+02
1.373333e+07,-5.982894e+01,-3.747054e+01,-1.032520e+02,-1.161266e+02
1.386667e+07,-5.979476e+01,-3.749007e+01,-1.036311e+02,-1.147782e+02
1.400000e+07,-5.964339e+01,-3.744612e+01,-1.026225e+02,-1.177741e+02
1.413333e+07,-5.971663e+01,-3.741194e+01,-1.023176e+02,-1.152661e+02
1.426667e+07,-5.969222e+01,-3.737288e+01,-1.018839e+02,-1.166708e+02
1.440000e+07,-5.966780e+01,-3.737776e+01,-1.030493e+02,-1.173215e+02
1.453333e+07,-5.979964e+01,-3.737288e+01,-1.019792e+02,-1.160041e+02
1.466667e+07,-5.961409e+01,-3.736800e+01,-1.026495e+02,-1.155465e+02
1.480000e+07,-5.972640e+01,-3.736800e+01,-1.015838e+02,-1.151232e+02
1.493333e+07,-5.956038e+01,-3.734847e+01,-1.010721e+02,-1.161359e+02
1.506667e+07,-5.969710e+01,-3.733382e+01,-1.011936e+02,-1.173700e+02
1.520000e+07,-5.967757e+01,-3.733870e+01,-1.018375e+02,-1.168984e+02
1.533333e+07,-5.961897e+01,-3.728499e+01,-1.018043e+02,-1.168287e+02
1.546667e+07,-5.950179e+01,-3.724593e+01,-1.011819e+02,-1.176932e+02
1.560000e+07,-5.958968e+01,-3.723128e+01,-1.026471e+02,-1.150369e+02
1.573333e+07,-5.951644e+01,-3.723128e+01,-1.012711e+02,-1.145371e+02
1.586667e+07,-5.948714e+01,-3.720198e+01,-1.003139e+02,-1.145561e+02
1.600000e+07,-5.951644e+01,-3.717757e+01,-1.033378e+02,-1.137735e+02
1.613333e+07,-5.952132e+01,-3.720198e+01,-1.020290e+02,-1.154049e+02
1.626667e+07,-5.956526e+01,-3.718245e+01,-1.011509e+02,-1.160136e+02
1.640000e+07,-5.943343e+01,-3.715804e+01,-1.016527e+02,-1.166145e+02
1.653333e+07,-5.955062e+01,-3.714339e+01,-1.005163e+02,-1.149908e+02
1.666667e+07,-5.942366e+01,-3.711897e+01,-1.002213e+02,-1.161356e+02
1.680000e+07,-5.938460e+01,-3.706038e+01,-1.005415e+02,-1.163619e+02
1.693333e+07,-5.936019e+01,-3.707503e+01,-1.012978e+02,-1.146360e+02
1.706667e+07,-5.926253e+01,-3.706038e+01,-1.016780e+02,-1.156112e+02
1.720000e+07,-5.938948e+01,-3.704085e+01,-9.898996e+01,-1.151703e+02
1.733333e+07,-5.933089e+01,-3.704085e+01,-1.016731e+02,-1.143049e+02
1.746667e+07,-5.927718e+01,-3.703108e+01,-1.001263e+02,-1.162284e+02
1.760000e+07,-5.924788e+01,-3.702620e+01,-1.018597e+02,-1.144726e+02
1.773333e+07,-5.934065e+01,-3.696272e+01,-9.954408e+01,-1.151098e+02
1.786667e+07,-5.919417e+01,-3.695784e+01,-9.921566e+01,-1.152634e+02
1.800000e+07,-5.921370e+01,-3.695296e+01,-1.001706e+02,-1.158725e+02
1.813333e+07,-5.930647e+01,-3.691390e+01,-9.960414e+01,-1.151651e+02
1.826667e+07,-5.929671e+01,-3.689925e+01,-9.942162e+01,-1.144587e+02
1.840000e+07,-5.910140e+01,-3.691878e+01,-9.920372e+01,-1.157865e+02
1.853333e+07,-5.904280e+01,-3.689437e+01,-9.769328e+01,-1.138837e+02
1.866667e+07,-5.934554e+01,-3.685530e+01,-9.986436e+01,-1.153086e+02
1.880000e+07,-5.907210e+01,-3.686019e+01,-9.990003e+01,-1.159026e+02
1.893333e+07,-5.916976e+01,-3.685530e+01,-1.003234e+02,-1.165305e+02
1.906667e+07,-5.909651e+01,-3.681624e+01,-9.995253e+01,-1.182536e+02
1.920000e+07,-5.896956e+01,-3.677718e+01,-9.932756e+01,-1.209737e+02
1.933333e+07,-5.915511e+01,-3.673812e+01,-1.003869e+02,-1.141624e+02
1.946667e+07,-5.901839e+01,-3.678206e+01,-9.959781e+01,-1.162183e+02
1.960000e+07,-5.911116e+01,-3.671858e+01,-9.925067e+01,-1.166932e+02
1.973333e+07,-5.897933e+01,-3.671858e+01,-9.786986e+01,-1.151601e+02
1.986667e+07,-5.903792e+01,-3.671858e+01,-9.855015e+01,-1.148575e+02
2.000000e+07,-5.913558e+01,-3.670394e+01,-9.985371e+01,-1.182210e+02
2.013333e+07,-5.895491e+01,-3.669417e+01,-9.921838e+01,-1.136425e+02
2.026667e+07,-5.891097e+01,-3.665999e+01,-9.827009e+01,-1.156940e+02
2.040000e+07,-5.894515e+01,-3.665022e+01,-9.847695e+01,-1.174332e+02
2.053333e+07,-5.896468e+01,-3.658187e+01,-9.810751e+01,-1.176735e+02
2.066667e+07,-5.888167e+01,-3.657698e+01,-9.799633e+01,-1.186569e+02
2.080000e+07,-5.881331e+01,-3.656722e+01,-9.920057e+01,-1.158249e+02
2.093333e+07,-5.872542e+01,-3.652327e+01,-9.941312e+01,-1.153714e+02
2.106667e+07,-5.903304e+01,-3.652327e+01,-9.812393e+01,-1.183679e+02
2.120000e+07,-5.889632e+01,-3.654280e+01,-9.870675e+01,-1.156125e+02
2.133333e+07,-5.878401e+01,-3.652327e+01,-9.851314e+01,-1.167123e+02
2.146667e+07,-5.877913e+01,-3.651839e+01,-9.735581e+01,-1.148534e+02
2.160000e+07,-5.888167e+01,-3.646468e+01,-9.906772e+01,-1.151915e+02
2.173333e+07,-5.873519e+01,-3.646468e+01,-9.955892e+01,-1.171932e+02
2.186667e+07,-5.877913e+01,-3.644515e+01,-9.749356e+01,-1.141227e+02
2.200000e+07,-5.885237e+01,-3.644026e+01,-9.797520e+01,-1.168977e+02
2.213333e+07,-5.872542e+01,-3.640608e+01,-9.960442e+01,-1.149886e+02
2.226667e+07,-5.858382e+01,-3.638167e+01,-9.866611e+01,-1.164393e+02
2.240000e+07,-5.863753e+01,-3.639144e+01,-9.720133e+01,-1.154198e+02
