# OPA847 phase
# X Hz
# Y degrees
106.167076	8.555897E-4
327.43604	0.013582487
1231.9579	-1.0642467
3027.6777	-3.0575566
7441.2373	-6.6900697
13383.035	-11.6010475
19731.072	-16.878538
31982.22	-26.526169
48062.094	-37.63172
88123.6	-54.56331
137536.6	-64.9399
193411.22	-71.674995
290610.03	-77.86294
457786.0	-81.864746
976218.3	-85.86313
2042626.2	-88.22253
5067613.0	-89.4872
1.5337022E7	-91.113884
3.461572E7	-94.01883
5.9375096E7	-96.92687
9.0912808E7	-100.929
1.40535216E8	-107.11662
2.05264704E8	-115.67262
3.05579712E8	-128.78175
4.46511104E8	-150.81566
6.5893267E8	-187.23799
7.8182234E8	-208.36357
