# OPA814 Aol, X=Hz, Y=gain dB
# x, y
1085.8886362019077, 100.93959731543625
1340.406670786256, 100.80536912751678
1951.005300566697, 99.73154362416108
3570.128899690872, 96.77852348993288
6532.950144577127, 93.28859060402685
11419.683712296108, 88.7248322147651
22484.781313828622, 82.81879194630872
58800.86268856401, 74.63087248322148
149606.44327949558, 66.1744966442953
420973.2237532686, 57.4496644295302
1502928.672117573, 46.04026845637584
5880086.268856401, 34.49664429530201
23430486.82062407, 22.68456375838926
55403699.79698345, 14.899328859060404
178848412.4422211, 4.697986577181208
446785843.1148641, -3.221476510067113
766817205.653106, -8.322147651006711
